Year,Month,Day ,Sunrise,Sunset,DayLength,Difference,AstronomicalTwilightStart,AstronomicalTwilightEnd,NauticalTwilightStart,NauticalTwilightEnd,CivilTwilightStart,CivilTwilightEnd,SolarNoon,Mil. mi
,,30,7:26 am ? (108°),5:59 pm ? (252°),0.439756944,?2:19,0.246527778,0.8125,0.26875,0.790972222,0.290277778,0.76875,12:43 pm (36.3°),92.297
,,31,7:27 am ? (108°),5:58 pm ? (252°),0.438148148,?2:18,0.247222222,0.811805556,0.269444444,0.790277778,0.290972222,0.768055556,12:43 pm (35.9°),92.273
2013,November,1,7:28 am ? (108°),5:57 pm ? (251°),0.4365625,?2:17,0.247916667,0.811111111,0.270138889,0.789583333,0.291666667,0.767361111,12:43 pm (35.6°),92.249
,,2,7:30 am ? (109°),5:56 pm ? (251°),0.434976852,?2:16,0.248611111,0.810416667,0.270833333,0.788888889,0.293055556,0.766666667,12:43 pm (35.3°),92.225
,,3,6:31 am ? (109°),4:55 pm ? (251°),0.433414352,?2:15,0.207638889,0.768055556,0.229861111,0.746527778,0.252083333,0.724305556,11:43 am (35.0°),92.202
,,4,6:32 am ? (110°),4:54 pm ? (250°),0.431875,?2:13,0.208333333,0.767361111,0.230555556,0.745833333,0.252777778,0.723611111,11:43 am (34.7°),92.178
,,5,6:33 am ? (110°),4:53 pm ? (250°),0.430335648,?2:12,0.209027778,0.767361111,0.23125,0.745138889,0.253472222,0.722916667,11:43 am (34.4°),92.155
,,6,6:34 am ? (110°),4:52 pm ? (249°),0.428819444,?2:11,0.209722222,0.766666667,0.231944444,0.744444444,0.254166667,0.722222222,11:43 am (34.1°),92.131
,,7,6:35 am ? (111°),4:51 pm ? (249°),0.427326389,?2:09,0.210416667,0.765972222,0.232638889,0.74375,0.254861111,0.721527778,11:43 am (33.8°),92.108
,,8,6:36 am ? (111°),4:50 pm ? (249°),0.425844907,?2:08,0.211111111,0.765277778,0.233333333,0.743055556,0.255555556,0.720833333,11:43 am (33.5°),92.085
,,9,6:38 am ? (112°),4:49 pm ? (248°),0.424375,?2:06,0.211805556,0.764583333,0.234027778,0.742361111,0.25625,0.720138889,11:43 am (33.2°),92.063
,,10,6:39 am ? (112°),4:48 pm ? (248°),0.422928241,?2:04,0.2125,0.763888889,0.234722222,0.742361111,0.256944444,0.719444444,11:43 am (32.9°),92.04
,,11,6:40 am ? (112°),4:47 pm ? (247°),0.42150463,?2:03,0.213194444,0.763888889,0.235416667,0.741666667,0.257638889,0.71875,11:44 am (32.7°),92.018
,,12,6:41 am ? (113°),4:46 pm ? (247°),0.420104167,?2:01,0.213888889,0.763194444,0.236111111,0.740972222,0.258333333,0.71875,11:44 am (32.4°),91.996
,,13,6:42 am ? (113°),4:45 pm ? (247°),0.418726852,?1:59,0.214583333,0.7625,0.236805556,0.740277778,0.259027778,0.718055556,11:44 am (32.1°),91.974
,,14,6:43 am ? (113°),4:44 pm ? (246°),0.417361111,?1:57,0.215277778,0.7625,0.2375,0.740277778,0.259722222,0.717361111,11:44 am (31.9°),91.953
,,15,6:44 am ? (114°),4:43 pm ? (246°),0.416030093,?1:55,0.215972222,0.761805556,0.238194444,0.739583333,0.260416667,0.716666667,11:44 am (31.6°),91.932
,,16,6:46 am ? (114°),4:43 pm ? (246°),0.414710648,?1:53,0.216666667,0.761111111,0.238888889,0.738888889,0.261805556,0.716666667,11:44 am (31.4°),91.912
,,17,6:47 am ? (114°),4:42 pm ? (245°),0.413425926,?1:51,0.217361111,0.761111111,0.239583333,0.738888889,0.2625,0.715972222,11:45 am (31.1°),91.892
,,18,6:48 am ? (115°),4:41 pm ? (245°),0.412164352,?1:49,0.218055556,0.760416667,0.240277778,0.738194444,0.263194444,0.715277778,11:45 am (30.9°),91.873
,,19,6:49 am ? (115°),4:41 pm ? (245°),0.410925926,?1:46,0.21875,0.760416667,0.240972222,0.738194444,0.263888889,0.715277778,11:45 am (30.7°),91.854
,,20,6:50 am ? (115°),4:40 pm ? (245°),0.409722222,?1:44,0.219444444,0.759722222,0.241666667,0.7375,0.264583333,0.714583333,11:45 am (30.4°),91.835
,,21,6:51 am ? (116°),4:39 pm ? (244°),0.408530093,?1:42,0.220138889,0.759722222,0.242361111,0.7375,0.265277778,0.714583333,11:45 am (30.2°),91.817
,,22,6:52 am ? (116°),4:39 pm ? (244°),0.407384259,?1:39,0.220833333,0.759027778,0.243055556,0.736805556,0.265972222,0.713888889,11:46 am (30.0°),91.799
,,23,6:53 am ? (116°),4:38 pm ? (244°),0.406261574,?1:37,0.221527778,0.759027778,0.24375,0.736805556,0.266666667,0.713888889,11:46 am (29.8°),91.782
,,24,6:54 am ? (117°),4:38 pm ? (243°),0.405162037,?1:34,0.221527778,0.759027778,0.244444444,0.736111111,0.267361111,0.713194444,11:46 am (29.6°),91.765
,,25,6:55 am ? (117°),4:37 pm ? (243°),0.404097222,?1:31,0.222222222,0.758333333,0.245138889,0.736111111,0.268055556,0.713194444,11:47 am (29.4°),91.748
,,26,6:57 am ? (117°),4:37 pm ? (243°),0.40306713,?1:29,0.222916667,0.758333333,0.245833333,0.736111111,0.26875,0.713194444,11:47 am (29.2°),91.732
,,27,6:58 am ? (117°),4:37 pm ? (243°),0.402071759,?1:26,0.223611111,0.758333333,0.246527778,0.736111111,0.269444444,0.7125,11:47 am (29.0°),91.716
,,28,6:59 am ? (118°),4:36 pm ? (242°),0.401111111,?1:23,0.224305556,0.758333333,0.247222222,0.735416667,0.270138889,0.7125,11:48 am (28.9°),91.7
,,29,7:00 am ? (118°),4:36 pm ? (242°),0.400173611,?1:20,0.225,0.758333333,0.247222222,0.735416667,0.270833333,0.7125,11:48 am (28.7°),91.685
,,30,7:01 am ? (118°),4:36 pm ? (242°),0.399282407,?1:17,0.225694444,0.757638889,0.247916667,0.735416667,0.271527778,0.711805556,11:48 am (28.5°),91.67
2013,December,1,7:02 am ? (118°),4:35 pm ? (242°),0.398425926,?1:14,0.226388889,0.757638889,0.248611111,0.735416667,0.272222222,0.711805556,11:49 am (28.4°),91.656
,,2,7:03 am ? (118°),4:35 pm ? (242°),0.397604167,?1:11,0.227083333,0.757638889,0.249305556,0.735416667,0.272916667,0.711805556,11:49 am (28.2°),91.641
,,3,7:04 am ? (119°),4:35 pm ? (241°),0.39681713,?1:07,0.227083333,0.757638889,0.25,0.735416667,0.273611111,0.711805556,11:49 am (28.1°),91.627
,,4,7:05 am ? (119°),4:35 pm ? (241°),0.396076389,?1:04,0.227777778,0.757638889,0.250694444,0.735416667,0.274305556,0.711805556,11:50 am (28.0°),91.613
,,5,7:06 am ? (119°),4:35 pm ? (241°),0.395358796,?1:01,0.228472222,0.757638889,0.251388889,0.735416667,0.274305556,0.711805556,11:50 am (27.8°),91.599
,,6,7:06 am ? (119°),4:35 pm ? (241°),0.394699074,?0:57,0.229166667,0.757638889,0.252083333,0.735416667,0.275,0.711805556,11:51 am (27.7°),91.586
,,7,7:07 am ? (119°),4:35 pm ? (241°),0.3940625,?0:54,0.229861111,0.757638889,0.252083333,0.735416667,0.275694444,0.711805556,11:51 am (27.6°),91.573
,,8,7:08 am ? (119°),4:35 pm ? (241°),0.393483796,?0:50,0.230555556,0.757638889,0.252777778,0.735416667,0.276388889,0.711805556,11:52 am (27.5°),91.561
,,9,7:09 am ? (120°),4:35 pm ? (240°),0.392939815,?0:47,0.230555556,0.758333333,0.253472222,0.735416667,0.277083333,0.711805556,11:52 am (27.4°),91.548
,,10,7:10 am ? (120°),4:35 pm ? (240°),0.392430556,?0:43,0.23125,0.758333333,0.254166667,0.735416667,0.277777778,0.711805556,11:52 am (27.3°),91.536
,,11,7:11 am ? (120°),4:35 pm ? (240°),0.391967593,?0:39,0.231944444,0.758333333,0.254861111,0.735416667,0.277777778,0.711805556,11:53 am (27.2°),91.525
,,12,7:11 am ? (120°),4:35 pm ? (240°),0.391550926,?0:36,0.231944444,0.758333333,0.254861111,0.735416667,0.278472222,0.7125,11:53 am (27.2°),91.514
,,13,7:12 am ? (120°),4:35 pm ? (240°),0.391168981,?0:32,0.232638889,0.759027778,0.255555556,0.736111111,0.279166667,0.7125,11:54 am (27.1°),91.504
,,14,7:13 am ? (120°),4:36 pm ? (240°),0.390844907,?0:28,0.233333333,0.759027778,0.25625,0.736111111,0.279861111,0.7125,11:54 am (27.0°),91.494
,,15,7:14 am ? (120°),4:36 pm ? (240°),0.390555556,?0:24,0.233333333,0.759027778,0.25625,0.736111111,0.279861111,0.7125,11:55 am (27.0°),91.485
,,16,7:14 am ? (120°),4:36 pm ? (240°),0.3903125,?0:21,0.234027778,0.759027778,0.256944444,0.736805556,0.280555556,0.713194444,11:55 am (26.9°),91.476
,,17,7:15 am ? (120°),4:37 pm ? (240°),0.390115741,?0:17,0.234722222,0.759722222,0.257638889,0.736805556,0.280555556,0.713194444,11:56 am (26.9°),91.468
,,18,7:15 am ? (120°),4:37 pm ? (240°),0.389953704,?0:13,0.234722222,0.759722222,0.257638889,0.736805556,0.28125,0.713194444,11:56 am (26.9°),91.461
,,19,7:16 am ? (120°),4:37 pm ? (240°),0.389849537,?0:09,0.235416667,0.760416667,0.258333333,0.7375,0.281944444,0.713888889,11:57 am (26.9°),91.454
,,20,7:17 am ? (120°),4:38 pm ? (240°),0.389780093,?0:05,0.235416667,0.760416667,0.258333333,0.7375,0.281944444,0.713888889,11:57 am (26.9°),91.447
,,21,7:17 am ? (120°),4:38 pm ? (240°),0.389768519,?0:01,0.236111111,0.761111111,0.259027778,0.738194444,0.282638889,0.714583333,11:58 am (26.8°),91.441
,,22,7:18 am ? (120°),4:39 pm ? (240°),0.389791667,+0:02,0.236111111,0.761111111,0.259027778,0.738194444,0.282638889,0.714583333,11:58 am (26.9°),91.436
,,23,7:18 am ? (120°),4:39 pm ? (240°),0.389861111,+0:06,0.236805556,0.761805556,0.259722222,0.738888889,0.283333333,0.715277778,11:59 am (26.9°),91.431
,,24,7:18 am ? (120°),4:40 pm ? (240°),0.389976852,+0:10,0.236805556,0.761805556,0.259722222,0.738888889,0.283333333,0.715277778,11:59 am (26.9°),91.427
,,25,7:19 am ? (120°),4:41 pm ? (240°),0.390138889,+0:14,0.2375,0.7625,0.260416667,0.739583333,0.283333333,0.715972222,12:00 pm (26.9°),91.423
,,26,7:19 am ? (120°),4:41 pm ? (240°),0.390347222,+0:17,0.2375,0.763194444,0.260416667,0.740277778,0.284027778,0.716666667,12:00 pm (26.9°),91.42
,,27,7:20 am ? (120°),4:42 pm ? (240°),0.390601852,+0:21,0.2375,0.763194444,0.260416667,0.740277778,0.284027778,0.716666667,12:01 pm (27.0°),91.417
,,28,7:20 am ? (120°),4:43 pm ? (240°),0.390902778,+0:25,0.238194444,0.763888889,0.261111111,0.740972222,0.284027778,0.717361111,12:01 pm (27.0°),91.414
,,29,7:20 am ? (120°),4:43 pm ? (240°),0.391238426,+0:29,0.238194444,0.763888889,0.261111111,0.741666667,0.284722222,0.718055556,12:02 pm (27.1°),91.412
,,30,7:20 am ? (120°),4:44 pm ? (240°),0.39162037,+0:33,0.238194444,0.764583333,0.261111111,0.741666667,0.284722222,0.71875,12:02 pm (27.2°),91.41
,,31,7:20 am ? (120°),4:45 pm ? (240°),0.392048611,+0:36,0.238888889,0.765277778,0.261111111,0.742361111,0.284722222,0.71875,12:03 pm (27.2°),91.409
2014,January,1,7:21 am ? (120°),4:46 pm ? (240°),0.392523148,+0:40,0.238888889,0.765972222,0.261805556,0.743055556,0.284722222,0.719444444,12:03 pm (27.3°),91.408
,,2,7:21 am ? (120°),4:47 pm ? (240°),0.393032407,+0:44,0.238888889,0.765972222,0.261805556,0.74375,0.284722222,0.720138889,12:04 pm (27.4°),91.407
,,3,7:21 am ? (119°),4:48 pm ? (241°),0.393587963,+0:48,0.238888889,0.766666667,0.261805556,0.74375,0.285416667,0.720833333,12:04 pm (27.5°),91.407
,,4,7:21 am ? (119°),4:48 pm ? (241°),0.394189815,+0:51,0.238888889,0.767361111,0.261805556,0.744444444,0.285416667,0.721527778,12:05 pm (27.6°),91.407
,,5,7:21 am ? (119°),4:49 pm ? (241°),0.394826389,+0:55,0.238888889,0.768055556,0.261805556,0.745138889,0.285416667,0.721527778,12:05 pm (27.7°),91.407
,,6,7:21 am ? (119°),4:50 pm ? (241°),0.395509259,+0:58,0.238888889,0.76875,0.261805556,0.745833333,0.285416667,0.722222222,12:05 pm (27.9°),91.408
,,7,7:21 am ? (119°),4:51 pm ? (241°),0.396226852,+1:02,0.238888889,0.76875,0.261805556,0.746527778,0.285416667,0.722916667,12:06 pm (28.0°),91.409
,,8,7:21 am ? (119°),4:52 pm ? (241°),0.396979167,+1:05,0.238888889,0.769444444,0.261805556,0.747222222,0.285416667,0.723611111,12:06 pm (28.1°),91.41
,,9,7:20 am ? (118°),4:53 pm ? (242°),0.397777778,+1:08,0.238888889,0.770138889,0.261805556,0.747916667,0.284722222,0.724305556,12:07 pm (28.3°),91.413
,,10,7:20 am ? (118°),4:54 pm ? (242°),0.398611111,+1:12,0.238888889,0.770833333,0.261805556,0.748611111,0.284722222,0.725,12:07 pm (28.4°),91.415
,,11,7:20 am ? (118°),4:55 pm ? (242°),0.399479167,+1:15,0.238888889,0.771527778,0.261805556,0.748611111,0.284722222,0.725694444,12:08 pm (28.6°),91.418
,,12,7:20 am ? (118°),4:56 pm ? (242°),0.400393519,+1:18,0.238888889,0.772222222,0.261805556,0.749305556,0.284722222,0.726388889,12:08 pm (28.7°),91.422
,,13,7:19 am ? (118°),4:57 pm ? (243°),0.401331019,+1:21,0.238888889,0.772916667,0.261111111,0.75,0.284722222,0.727083333,12:08 pm (28.9°),91.426
,,14,7:19 am ? (117°),4:58 pm ? (243°),0.402314815,+1:24,0.238888889,0.773611111,0.261111111,0.750694444,0.284027778,0.727777778,12:09 pm (29.1°),91.431
,,15,7:19 am ? (117°),5:00 pm ? (243°),0.403321759,+1:27,0.238888889,0.774305556,0.261111111,0.751388889,0.284027778,0.728472222,12:09 pm (29.3°),91.437
,,16,7:18 am ? (117°),5:01 pm ? (243°),0.404363426,+1:30,0.238194444,0.775,0.261111111,0.752083333,0.284027778,0.729166667,12:09 pm (29.4°),91.442
,,17,7:18 am ? (117°),5:02 pm ? (244°),0.405439815,+1:33,0.238194444,0.775694444,0.260416667,0.752777778,0.283333333,0.729861111,12:10 pm (29.6°),91.449
,,18,7:17 am ? (116°),5:03 pm ? (244°),0.406550926,+1:35,0.238194444,0.776388889,0.260416667,0.753472222,0.283333333,0.730555556,12:10 pm (29.8°),91.456
,,19,7:17 am ? (116°),5:04 pm ? (244°),0.407696759,+1:38,0.2375,0.777083333,0.260416667,0.754166667,0.283333333,0.73125,12:10 pm (30.1°),91.464
,,20,7:16 am ? (116°),5:05 pm ? (244°),0.408865741,+1:41,0.2375,0.777777778,0.259722222,0.754861111,0.282638889,0.731944444,12:11 pm (30.3°),91.472
,,21,7:16 am ? (115°),5:06 pm ? (245°),0.410069444,+1:43,0.2375,0.777777778,0.259722222,0.755555556,0.282638889,0.732638889,12:11 pm (30.5°),91.481
,,22,7:15 am ? (115°),5:07 pm ? (245°),0.411296296,+1:46,0.236805556,0.778472222,0.259027778,0.75625,0.281944444,0.734027778,12:11 pm (30.7°),91.49
,,23,7:15 am ? (115°),5:09 pm ? (245°),0.412546296,+1:48,0.236805556,0.779166667,0.259027778,0.756944444,0.28125,0.734722222,12:11 pm (31.0°),91.5
,,24,7:14 am ? (114°),5:10 pm ? (246°),0.413831019,+1:50,0.236111111,0.779861111,0.258333333,0.757638889,0.28125,0.735416667,12:12 pm (31.2°),91.51
,,25,7:13 am ? (114°),5:11 pm ? (246°),0.415138889,+1:53,0.236111111,0.78125,0.258333333,0.759027778,0.280555556,0.736111111,12:12 pm (31.4°),91.521
,,26,7:12 am ? (114°),5:12 pm ? (246°),0.416469907,+1:55,0.235416667,0.781944444,0.257638889,0.759722222,0.280555556,0.736805556,12:12 pm (31.7°),91.532
,,27,7:12 am ? (113°),5:13 pm ? (247°),0.417835648,+1:57,0.234722222,0.782638889,0.256944444,0.760416667,0.279861111,0.7375,12:12 pm (32.0°),91.543
,,28,7:11 am ? (113°),5:14 pm ? (247°),0.419212963,+1:59,0.234722222,0.783333333,0.256944444,0.761111111,0.279166667,0.738194444,12:12 pm (32.2°),91.555
,,29,7:10 am ? (113°),5:16 pm ? (247°),0.420613426,+2:01,0.234027778,0.784027778,0.25625,0.761805556,0.278472222,0.738888889,12:13 pm (32.5°),91.567
,,30,7:09 am ? (112°),5:17 pm ? (248°),0.422037037,+2:03,0.233333333,0.784722222,0.255555556,0.7625,0.278472222,0.739583333,12:13 pm (32.8°),91.579
,,31,7:08 am ? (112°),5:18 pm ? (248°),0.423483796,+2:04,0.233333333,0.785416667,0.254861111,0.763194444,0.277777778,0.740972222,12:13 pm (33.0°),91.592
2014,February,1,7:07 am ? (112°),5:19 pm ? (249°),0.424953704,+2:06,0.232638889,0.786111111,0.254861111,0.763888889,0.277083333,0.741666667,12:13 pm (33.3°),91.604
,,2,7:06 am ? (111°),5:20 pm ? (249°),0.426446759,+2:08,0.231944444,0.786805556,0.254166667,0.764583333,0.276388889,0.742361111,12:13 pm (33.6°),91.617
,,3,7:05 am ? (111°),5:22 pm ? (249°),0.427951389,+2:10,0.23125,0.7875,0.253472222,0.765277778,0.275694444,0.743055556,12:13 pm (33.9°),91.631
,,4,7:04 am ? (110°),5:23 pm ? (250°),0.429467593,+2:11,0.230555556,0.788194444,0.252777778,0.765972222,0.275,0.74375,12:13 pm (34.2°),91.645
,,5,7:03 am ? (110°),5:24 pm ? (250°),0.431006944,+2:12,0.230555556,0.788888889,0.252083333,0.766666667,0.274305556,0.744444444,12:13 pm (34.5°),91.659
,,6,7:02 am ? (110°),5:25 pm ? (251°),0.432569444,+2:14,0.229861111,0.789583333,0.251388889,0.767361111,0.273611111,0.745138889,12:14 pm (34.8°),91.673
,,7,7:01 am ? (109°),5:26 pm ? (251°),0.434143519,+2:15,0.229166667,0.790277778,0.250694444,0.768055556,0.272916667,0.746527778,12:14 pm (35.1°),91.688
,,8,7:00 am ? (109°),5:28 pm ? (251°),0.435729167,+2:17,0.228472222,0.790972222,0.25,0.769444444,0.272222222,0.747222222,12:14 pm (35.4°),91.703
,,9,6:59 am ? (108°),5:29 pm ? (252°),0.437326389,+2:18,0.227777778,0.791666667,0.249305556,0.770138889,0.271527778,0.747916667,12:14 pm (35.8°),91.719
,,10,6:58 am ? (108°),5:30 pm ? (252°),0.438946759,+2:19,0.227083333,0.792361111,0.248611111,0.770833333,0.270833333,0.748611111,12:14 pm (36.1°),91.735
,,11,6:57 am ? (108°),5:31 pm ? (253°),0.440578704,+2:20,0.226388889,0.793055556,0.247916667,0.771527778,0.270138889,0.749305556,12:14 pm (36.4°),91.751
,,12,6:56 am ? (107°),5:32 pm ? (253°),0.442222222,+2:21,0.225694444,0.79375,0.247222222,0.772222222,0.269444444,0.75,12:14 pm (36.8°),91.768
,,13,6:54 am ? (107°),5:33 pm ? (254°),0.443865741,+2:22,0.225,0.794444444,0.246527778,0.772916667,0.26875,0.750694444,12:14 pm (37.1°),91.786
,,14,6:53 am ? (106°),5:35 pm ? (254°),0.445532407,+2:23,0.223611111,0.795138889,0.245833333,0.773611111,0.267361111,0.751388889,12:14 pm (37.4°),91.804
,,15,6:52 am ? (106°),5:36 pm ? (254°),0.447210648,+2:24,0.222916667,0.795833333,0.245138889,0.774305556,0.266666667,0.752083333,12:14 pm (37.8°),91.822
,,16,6:51 am ? (105°),5:37 pm ? (255°),0.448900463,+2:25,0.222222222,0.796527778,0.24375,0.775,0.265972222,0.753472222,12:14 pm (38.1°),91.841
,,17,6:49 am ? (105°),5:38 pm ? (255°),0.450601852,+2:26,0.221527778,0.797222222,0.243055556,0.775694444,0.265277778,0.754166667,12:13 pm (38.5°),91.86
,,18,6:48 am ? (104°),5:39 pm ? (256°),0.452314815,+2:27,0.220833333,0.798611111,0.242361111,0.776388889,0.263888889,0.754861111,12:13 pm (38.8°),91.88
,,19,6:47 am ? (104°),5:40 pm ? (256°),0.454027778,+2:28,0.220138889,0.799305556,0.241666667,0.777083333,0.263194444,0.755555556,12:13 pm (39.2°),91.9
,,20,6:45 am ? (103°),5:42 pm ? (257°),0.455752315,+2:29,0.21875,0.8,0.240277778,0.777777778,0.2625,0.75625,12:13 pm (39.5°),91.92
,,21,6:44 am ? (103°),5:43 pm ? (257°),0.457488426,+2:29,0.218055556,0.800694444,0.239583333,0.778472222,0.261805556,0.756944444,12:13 pm (39.9°),91.941
,,22,6:43 am ? (102°),5:44 pm ? (258°),0.459236111,+2:30,0.217361111,0.801388889,0.238888889,0.779861111,0.260416667,0.757638889,12:13 pm (40.3°),91.963
,,23,6:41 am ? (102°),5:45 pm ? (258°),0.460983796,+2:31,0.215972222,0.802083333,0.238194444,0.780555556,0.259722222,0.758333333,12:13 pm (40.6°),91.984
,,24,6:40 am ? (102°),5:46 pm ? (259°),0.462743056,+2:31,0.215277778,0.802777778,0.236805556,0.78125,0.259027778,0.759027778,12:13 pm (41.0°),92.006
,,25,6:38 am ? (101°),5:47 pm ? (259°),0.464502315,+2:32,0.214583333,0.803472222,0.236111111,0.781944444,0.257638889,0.759722222,12:12 pm (41.4°),92.028
,,26,6:37 am ? (101°),5:48 pm ? (260°),0.466273148,+2:32,0.213194444,0.804166667,0.234722222,0.782638889,0.256944444,0.760416667,12:12 pm (41.7°),92.05
,,27,6:35 am ? (100°),5:49 pm ? (260°),0.468043981,+2:33,0.2125,0.804861111,0.234027778,0.783333333,0.255555556,0.761805556,12:12 pm (42.1°),92.072
,,28,6:34 am ? (100°),5:51 pm ? (261°),0.469826389,+2:33,0.211111111,0.805555556,0.233333333,0.784027778,0.254861111,0.7625,12:12 pm (42.5°),92.095
2014,March,1,6:32 am ? (99°),5:52 pm ? (261°),0.471608796,+2:34,0.210416667,0.80625,0.231944444,0.784722222,0.253472222,0.763194444,12:12 pm (42.9°),92.117
,,2,6:31 am ? (99°),5:53 pm ? (262°),0.473402778,+2:34,0.209722222,0.806944444,0.23125,0.785416667,0.252777778,0.763888889,12:12 pm (43.3°),92.14
,,3,6:29 am ? (98°),5:54 pm ? (262°),0.475196759,+2:34,0.208333333,0.807638889,0.229861111,0.786111111,0.251388889,0.764583333,12:11 pm (43.6°),92.162
,,4,6:28 am ? (98°),5:55 pm ? (263°),0.476990741,+2:35,0.207638889,0.808333333,0.229166667,0.786805556,0.250694444,0.765277778,12:11 pm (44.0°),92.185
,,5,6:26 am ? (97°),5:56 pm ? (263°),0.478796296,+2:35,0.20625,0.809722222,0.227777778,0.7875,0.25,0.765972222,12:11 pm (44.4°),92.208
,,6,6:25 am ? (97°),5:57 pm ? (264°),0.480601852,+2:35,0.204861111,0.810416667,0.227083333,0.788194444,0.248611111,0.766666667,12:11 pm (44.8°),92.231
,,7,6:23 am ? (96°),5:58 pm ? (264°),0.482407407,+2:36,0.204166667,0.811111111,0.225694444,0.788888889,0.247222222,0.767361111,12:10 pm (45.2°),92.255
,,8,6:22 am ? (96°),5:59 pm ? (265°),0.484212963,+2:36,0.202777778,0.811805556,0.225,0.789583333,0.246527778,0.768055556,12:10 pm (45.6°),92.278
,,9,7:20 am ? (95°),7:00 pm ? (265°),0.486030093,+2:36,0.24375,0.854166667,0.265277778,0.831944444,0.286805556,0.810416667,1:10 pm (46.0°),92.302
,,10,7:19 am ? (95°),7:01 pm ? (266°),0.487847222,+2:36,0.242361111,0.854861111,0.264583333,0.832638889,0.286111111,0.811111111,1:10 pm (46.4°),92.326
,,11,7:17 am ? (94°),7:02 pm ? (266°),0.489664352,+2:36,0.241666667,0.855555556,0.263194444,0.833333333,0.284722222,0.811805556,1:09 pm (46.8°),92.35
